ID,SEX,RACE,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,_PartInd_
02370,F,White,0,5,8,7,DebtCon,Office,12,0,2,11.00,3,13,0.00,1
02372,M,Other,1,5,2,2,DebtCon,Null,1,1,1,11.00,3,9,0.00,1
02374,M,Asian,0,5,9,9,DebtCon,Office,9,1,1,8.00,1,2,9.00,1
02376,M,White,0,5,0,1,HomeImp,Other,1,1,1,11.00,1,1,3.00,1
02377,F,Multiracial,0,5,0,1,DebtCon,Other,10,0,0,2.00,3,1,5.00,1
02378,M,Multiracial,0,5,9,8,DebtCon,Sales,10,0,3,5.00,2,5,7.00,1
02379,F,Other,0,5,8,9,Null,Null,0,0,0,0.00,0,0,7.00,1
02381,M,Other,0,5,4,5,DebtCon,Other,1,1,1,8.00,1,2,6.00,1
02385,F,Multiracial,0,5,2,4,DebtCon,ProfExe,7,1,1,10.00,2,4,1.00,1
02387,F,Other,0,5,5,4,DebtCon,ProfExe,1,1,1,6.00,2,12,10.00,1
02388,M,White,0,5,0,4,Null,Null,1,1,1,0.00,1,1,1.00,1
02389,M,White,0,5,1,1,DebtCon,Mgr,8,1,1,4.00,1,2,1.00,1
02390,F,White,0,5,2,2,HomeImp,Other,9,1,1,3.00,1,2,1.00,1
02393,M,White,0,5,7,6,DebtCon,Mgr,5,1,1,5.00,3,9,9.00,1
02395,M,White,0,5,4,3,DebtCon,Other,0,1,1,3.00,2,6,9.00,1
02398,M,White,0,5,4,4,DebtCon,Other,8,1,1,4.00,4,13,4.00,1
02399,M,White,0,5,8,8,DebtCon,ProfExe,8,2,1,7.00,1,11,3.00,1
02400,F,Multiracial,0,5,4,2,DebtCon,Other,0,1,1,2.00,1,4,9.00,1
02401,M,Multiracial,0,5,10,10,DebtCon,ProfExe,4,1,1,10.00,2,13,5.00,1
02403,F,White,0,5,7,8,HomeImp,ProfExe,6,1,1,2.00,2,10,2.00,1
02405,M,White,0,6,6,6,DebtCon,Other,8,1,1,2.00,3,2,5.00,1
02406,M,White,0,6,4,3,DebtCon,Other,4,1,1,7.00,1,3,3.00,1
02407,M,White,0,6,0,1,DebtCon,Other,9,0,0,2.00,3,2,6.00,1
02409,M,Black,0,6,2,2,HomeImp,Other,9,1,1,4.00,2,2,1.00,1
02412,F,Asian,1,6,6,7,DebtCon,Other,11,1,1,7.00,0,2,0.00,1
02413,M,White,0,6,4,4,DebtCon,Office,1,1,1,7.00,1,9,0.00,1
02414,M,Other,1,6,12,0,DebtCon,ProfExe,12,1,3,11.00,1,13,0.00,1
02415,M,White,0,6,9,10,HomeImp,ProfExe,8,1,1,6.00,3,11,3.00,1
02417,F,Multiracial,0,6,5,5,DebtCon,Null,8,0,0,0.00,0,0,2.00,1
02418,F,Other,0,6,0,1,DebtCon,Other,9,0,0,2.00,2,1,5.00,1
02420,F,Asian,0,6,3,2,DebtCon,ProfExe,5,1,1,9.00,1,12,8.00,1
02422,M,White,0,6,0,3,Null,Null,8,1,1,4.00,1,3,2.00,1
02425,F,White,0,6,6,5,DebtCon,Office,6,1,1,5.00,1,6,2.00,1
02426,F,White,0,6,4,3,DebtCon,Other,0,1,1,3.00,3,6,10.00,1
02427,M,Multiracial,0,6,5,5,DebtCon,Null,8,0,0,0.00,0,0,2.00,1
02428,M,Other,1,6,11,11,DebtCon,ProfExe,5,1,1,5.00,3,10,0.00,1
02429,M,Other,0,6,1,6,HomeImp,Other,10,1,2,10.00,1,8,0.00,1
02430,F,White,0,6,12,13,HomeImp,ProfExe,9,1,1,9.00,1,7,4.00,1
02431,F,White,0,6,2,2,HomeImp,Other,8,1,1,4.00,2,2,1.00,1
02432,F,White,0,6,1,2,HomeImp,Office,12,1,1,10.00,1,7,3.00,1
02435,F,White,1,6,6,6,DebtCon,Other,9,2,0,2.00,4,8,0.00,1
02437,M,Black,0,6,1,2,DebtCon,ProfExe,5,1,1,11.00,1,4,1.00,1
02438,F,Asian,0,6,4,5,DebtCon,Office,1,1,1,7.00,1,9,5.00,1
02439,M,White,0,6,8,7,HomeImp,Office,0,1,1,6.00,2,9,10.00,1
02441,M,White,0,6,8,7,DebtCon,Other,1,1,1,5.00,1,8,10.00,1
02442,M,Other,0,6,5,6,HomeImp,Other,0,1,1,10.00,1,6,3.00,1
02443,M,White,0,6,4,4,DebtCon,Other,8,1,1,9.00,1,5,5.00,1
02444,F,Black,0,6,9,9,DebtCon,Mgr,6,0,0,10.00,3,13,9.00,1
02445,F,Multiracial,0,6,2,2,HomeImp,Other,8,1,2,2.00,3,2,4.00,1
02448,F,White,1,6,4,4,DebtCon,Other,10,1,1,6.00,1,5,7.00,1
02449,F,White,1,6,12,11,DebtCon,Mgr,9,1,1,6.00,1,11,7.00,1
02450,M,Asian,0,6,0,0,Null,Null,0,0,0,0.00,0,0,2.00,1
02451,M,Other,0,6,1,2,DebtCon,ProfExe,4,1,1,11.00,1,4,1.00,1
02452,F,White,0,6,7,7,DebtCon,ProfExe,8,2,1,8.00,1,11,4.00,1
02453,M,Multiracial,0,6,8,9,DebtCon,Office,9,1,1,9.00,1,2,9.00,1
02454,F,White,1,6,9,0,Null,Other,10,1,2,1.00,1,2,9.00,1
02456,F,White,0,6,2,1,HomeImp,Other,8,1,1,1.00,3,2,4.00,1
02457,M,Asian,0,6,7,7,HomeImp,ProfExe,7,1,1,4.00,1,9,2.00,1
02458,F,Multiracial,0,6,2,2,HomeImp,Other,8,1,1,1.00,3,2,4.00,1
02459,F,White,0,6,6,5,DebtCon,Office,3,1,1,3.00,2,6,2.00,1
02464,M,White,0,6,8,9,Null,Null,0,0,0,0.00,0,0,6.00,1
02465,F,White,0,6,8,9,DebtCon,ProfExe,2,2,2,5.00,1,12,5.00,1
02466,M,White,0,6,2,3,DebtCon,ProfExe,8,1,1,10.00,1,4,2.00,1
02467,M,White,0,6,7,7,DebtCon,Other,5,2,1,2.00,1,7,2.00,1
02468,F,Black,0,6,8,8,DebtCon,Office,12,0,1,11.00,3,13,7.00,1
02469,M,White,0,6,4,4,DebtCon,Other,8,1,2,2.00,4,13,4.00,1
02470,M,White,0,6,9,9,DebtCon,Other,9,1,1,7.00,1,9,6.00,1
02472,M,Asian,0,6,4,4,DebtCon,Other,4,1,1,8.00,1,3,7.00,1
02475,M,White,1,6,5,7,HomeImp,Mgr,8,1,3,7.00,3,3,0.00,1
02476,M,Multiracial,0,6,0,2,DebtCon,Other,0,0,0,11.00,0,5,0.00,1
02478,M,White,0,6,3,2,DebtCon,Null,7,2,1,3.00,3,2,0.00,1
02479,M,Black,0,6,8,7,HomeImp,Office,0,1,1,6.00,1,9,10.00,1
02480,F,White,0,6,4,3,DebtCon,Null,7,2,1,4.00,3,2,3.00,1
02481,M,Asian,0,6,2,3,DebtCon,ProfExe,8,1,1,9.00,1,4,1.00,1
02482,M,White,0,6,3,2,DebtCon,ProfExe,5,1,1,10.00,2,12,8.00,1
02483,M,White,0,6,3,3,DebtCon,Null,5,2,2,3.00,2,2,3.00,1
02484,M,Black,0,6,5,6,DebtCon,Other,3,1,1,4.00,4,2,8.00,1
02485,F,White,0,6,5,7,DebtCon,Other,1,1,1,1.00,3,1,8.00,1
02486,M,White,0,6,8,8,DebtCon,Office,12,0,1,11.00,2,13,7.00,1
02487,M,White,0,6,1,1,DebtCon,Office,8,1,1,2.00,1,4,1.00,1
02488,M,White,0,6,7,8,DebtCon,Other,7,1,1,1.00,3,3,6.00,1
02490,M,Asian,0,6,9,9,HomeImp,Office,3,1,1,5.00,2,8,7.00,1
02491,M,White,0,6,6,6,DebtCon,Other,5,1,1,9.00,4,9,3.00,1
02492,F,White,1,6,4,5,DebtCon,Self,5,2,1,5.00,1,9,1.00,1
02493,F,Black,1,6,4,5,HomeImp,Other,10,1,2,4.00,5,7,10.00,1
02495,F,White,0,6,4,5,DebtCon,Mgr,6,1,1,4.00,2,1,2.00,1
02496,F,White,0,6,8,7,HomeImp,Office,0,1,1,6.00,2,9,10.00,1
02497,F,White,0,6,6,7,HomeImp,ProfExe,8,1,1,10.00,1,2,7.00,1
02498,M,White,0,6,8,9,DebtCon,ProfExe,1,2,2,6.00,2,12,6.00,1
02499,M,White,0,6,0,2,HomeImp,Other,1,1,1,11.00,2,1,3.00,1
02504,M,Other,0,6,3,4,DebtCon,ProfExe,7,1,1,6.00,3,2,3.00,1
02505,M,White,0,6,8,8,HomeImp,ProfExe,7,1,1,3.00,1,10,3.00,1
02506,M,Multiracial,0,6,8,7,HomeImp,Other,11,1,1,5.00,5,8,4.00,1
02507,F,White,0,6,9,10,HomeImp,ProfExe,9,1,1,4.00,5,8,7.00,1
02508,F,White,0,6,4,4,DebtCon,Office,1,1,1,6.00,1,9,4.00,1
02510,F,White,0,6,4,11,DebtCon,Other,2,1,1,10.00,5,13,9.00,1
02512,M,White,1,6,5,4,DebtCon,Office,4,2,3,8.00,2,13,10.00,1
02513,F,White,0,6,6,5,DebtCon,Office,6,1,1,3.00,2,6,1.00,1
02514,F,White,0,6,7,8,DebtCon,Other,5,2,1,2.00,1,7,1.00,1
02515,M,White,0,6,5,5,DebtCon,Null,7,0,0,0.00,0,0,3.00,1
02517,F,Asian,0,6,2,2,DebtCon,ProfExe,5,1,1,9.00,2,12,8.00,1
02518,F,White,1,6,0,2,DebtCon,Office,8,0,0,0.00,0,0,0.00,1
02524,M,Asian,1,6,0,0,HomeImp,Null,2,2,1,3.00,1,8,0.00,1
02526,M,Asian,1,6,1,2,HomeImp,Other,12,2,1,1.00,2,1,0.00,1
02527,F,Multiracial,1,6,0,1,HomeImp,Other,9,2,2,1.00,3,1,0.00,1
02528,F,White,1,6,1,1,DebtCon,ProfExe,11,2,1,4.00,1,8,0.00,1
02532,F,Black,1,6,4,4,DebtCon,Other,8,1,2,1.00,1,1,0.00,1
02533,F,White,1,6,8,0,DebtCon,Mgr,2,1,1,1.00,2,10,0.00,1
02538,F,Other,1,6,2,8,HomeImp,Other,8,1,3,2.00,2,1,0.00,1
02539,F,White,1,6,3,4,DebtCon,Other,7,1,1,6.00,1,5,0.00,1
02543,F,White,1,6,5,6,DebtCon,ProfExe,9,0,0,0.00,0,0,0.00,1
02544,M,White,1,6,2,1,DebtCon,Other,9,1,1,6.00,5,7,0.00,1
02545,F,White,1,6,3,3,DebtCon,Other,0,1,2,7.00,5,9,0.00,1
02547,M,White,1,6,1,1,DebtCon,Other,3,1,2,1.00,1,1,0.00,1
02548,M,White,1,6,1,1,DebtCon,Other,12,1,3,10.00,2,6,0.00,1
02549,F,White,1,6,6,7,DebtCon,Other,8,1,1,4.00,2,6,0.00,1
02550,M,White,1,6,9,10,DebtCon,Other,1,1,1,3.00,2,4,0.00,1
02552,F,White,0,6,1,2,DebtCon,Sales,1,1,1,11.00,1,1,0.00,1
02554,F,White,0,6,4,6,DebtCon,ProfExe,6,1,1,5.00,3,8,0.00,1
02555,F,White,0,6,1,11,HomeImp,Self,8,1,1,11.00,1,10,0.00,1
02556,M,White,0,6,5,7,HomeImp,ProfExe,12,1,1,9.00,2,9,0.00,1
02558,M,White,0,6,0,2,DebtCon,Office,3,1,1,2.00,3,2,0.00,1
02559,M,Black,0,6,3,4,DebtCon,Other,2,0,3,10.00,2,2,0.00,1
02560,M,White,0,6,7,7,DebtCon,ProfExe,2,1,1,10.00,3,7,0.00,1
02561,M,White,0,6,11,11,DebtCon,Mgr,0,1,1,9.00,1,6,0.00,1
02562,F,Black,0,6,11,12,DebtCon,Mgr,9,1,1,9.00,1,7,0.00,1
02564,M,White,0,6,4,5,HomeImp,ProfExe,6,1,1,4.00,1,3,0.00,1
02565,M,Asian,0,6,4,6,Null,ProfExe,9,1,1,0.00,2,4,0.00,1
02566,M,White,0,6,9,9,DebtCon,Other,8,1,1,11.00,3,6,0.00,1
02567,F,Other,0,6,3,3,DebtCon,ProfExe,11,1,1,7.00,1,8,0.00,1
02568,M,White,0,6,10,11,DebtCon,Office,6,1,1,5.00,2,7,0.00,1
02569,F,White,0,6,4,8,HomeImp,Office,3,0,3,5.00,2,9,0.00,1
02570,M,Asian,0,6,9,10,DebtCon,Other,3,1,1,10.00,1,13,0.00,1
02572,F,Asian,0,6,2,4,HomeImp,Other,0,1,1,9.00,2,13,0.00,1
02573,F,Multiracial,0,6,6,7,DebtCon,Other,1,1,1,5.00,2,5,0.00,1
02574,M,White,0,6,5,6,DebtCon,Office,3,1,1,6.00,1,9,0.00,1
02575,F,White,0,6,9,11,DebtCon,Mgr,2,1,1,8.00,2,6,0.00,1
02576,F,Other,0,6,8,9,DebtCon,Office,1,0,3,10.00,2,11,0.00,1
02577,M,Black,0,6,9,10,DebtCon,Office,4,0,0,3.00,4,4,0.00,1
02578,F,White,0,6,2,2,HomeImp,Other,12,1,1,9.00,1,3,0.00,1
02579,F,White,0,6,9,9,DebtCon,ProfExe,2,1,1,5.00,1,11,0.00,1
02580,M,Asian,0,6,10,13,DebtCon,Other,4,1,1,8.00,1,5,0.00,1
02581,F,White,0,6,8,9,DebtCon,Other,11,1,1,10.00,2,5,0.00,1
02583,M,Black,1,6,5,5,HomeImp,Mgr,8,2,3,9.00,1,11,0.00,1
02584,M,Asian,1,6,0,2,HomeImp,Other,1,2,3,8.00,2,13,0.00,1
02586,F,Black,1,6,10,11,DebtCon,Office,1,2,3,3.00,2,10,0.00,1
02587,M,Other,1,6,3,0,DebtCon,Other,9,1,2,1.00,1,12,0.00,1
02588,F,White,1,6,12,12,DebtCon,Mgr,8,0,3,6.00,0,11,0.00,1
02589,M,Black,1,6,2,0,Null,Null,2,2,3,5.00,1,7,0.00,1
02590,F,Black,1,6,10,11,DebtCon,Other,11,1,2,9.00,2,10,0.00,1
02592,F,White,1,6,1,5,DebtCon,ProfExe,8,1,2,5.00,1,2,0.00,1
02593,M,Other,1,6,4,6,DebtCon,Other,11,1,3,4.00,2,8,0.00,1
02595,F,White,1,6,7,8,DebtCon,Other,2,1,3,8.00,3,9,0.00,1
02596,M,Multiracial,1,6,3,2,Null,ProfExe,5,2,1,10.00,4,9,0.00,1
02600,F,Black,1,6,1,13,DebtCon,Mgr,9,2,3,5.00,5,13,0.00,1
02601,M,Asian,1,6,4,5,DebtCon,Other,6,2,1,10.00,5,11,0.00,1
02604,M,Other,1,6,4,4,DebtCon,Office,3,2,3,1.00,2,4,0.00,1
02605,F,White,1,6,8,10,DebtCon,Mgr,11,1,3,4.00,5,6,0.00,1
02606,F,Other,1,6,5,10,DebtCon,Self,5,2,3,5.00,2,5,0.00,1
02608,F,Other,1,6,7,8,HomeImp,Other,1,1,1,11.00,4,11,0.00,1
02610,F,White,1,6,7,8,DebtCon,Sales,5,1,1,1.00,3,12,0.00,1
02613,M,Black,0,6,2,1,DebtCon,ProfExe,11,1,2,8.00,2,4,5.00,1
02614,M,White,0,6,1,3,DebtCon,Sales,1,1,1,11.00,1,1,9.00,1
02615,M,White,0,6,4,3,DebtCon,Other,8,1,1,5.00,4,13,5.00,1
02616,F,White,0,6,7,9,DebtCon,Other,5,1,1,2.00,3,3,7.00,1
02617,F,White,0,6,6,6,DebtCon,Other,9,1,1,2.00,3,2,6.00,1
02618,M,White,0,6,0,4,Null,Null,2,1,1,0.00,1,1,1.00,1
02619,F,Other,0,6,2,5,HomeImp,Other,0,1,1,9.00,2,13,10.00,1
02620,F,White,0,6,8,8,HomeImp,Other,11,1,1,4.00,5,8,3.00,1
02622,F,White,0,6,3,4,DebtCon,Other,2,1,1,10.00,1,7,3.00,1
02624,F,Multiracial,0,6,8,7,DebtCon,Other,3,1,1,6.00,1,8,9.00,1
02625,F,White,1,6,4,3,DebtCon,Other,5,1,1,2.00,5,5,8.00,1
02626,F,White,0,6,0,2,DebtCon,Other,0,0,0,11.00,0,4,6.00,1
02627,M,White,0,6,7,8,DebtCon,Other,6,1,1,2.00,3,3,7.00,1
02628,M,Black,0,6,7,8,DebtCon,Other,6,1,1,1.00,3,3,6.00,1
02630,F,White,0,6,6,5,DebtCon,Office,5,1,1,4.00,2,7,1.00,1
02631,M,White,0,6,0,2,DebtCon,Office,1,1,1,2.00,2,1,8.00,1
02632,F,Multiracial,0,6,9,9,HomeImp,Office,3,1,1,5.00,1,7,7.00,1
02633,M,White,1,6,4,5,HomeImp,ProfExe,9,2,2,4.00,2,9,0.00,1
02638,M,Black,0,6,4,7,DebtCon,ProfExe,5,1,1,4.00,3,7,8.00,1
02639,F,Other,0,6,4,4,DebtCon,Mgr,12,2,1,10.00,2,5,7.00,1
02642,F,White,0,6,2,2,HomeImp,Other,8,1,1,2.00,2,2,4.00,1
02643,M,White,0,6,11,11,DebtCon,Office,5,1,1,5.00,1,7,2.00,1
02645,F,White,0,6,3,3,DebtCon,Null,6,2,1,2.00,2,2,3.00,1
02646,M,White,0,6,0,1,DebtCon,Other,9,0,0,2.00,2,2,6.00,1
02648,M,Other,0,6,0,7,Null,Other,0,1,1,8.00,2,2,5.00,1
02649,M,White,1,6,5,5,DebtCon,Other,2,2,1,4.00,4,9,0.00,1
02650,M,White,0,6,1,3,DebtCon,Sales,3,1,1,11.00,1,1,9.00,1
02651,F,White,0,6,3,3,DebtCon,Null,5,2,1,3.00,3,2,3.00,1
02653,F,White,0,6,8,8,HomeImp,Other,12,1,1,5.00,5,9,3.00,1
02655,F,Multiracial,0,6,11,12,DebtCon,Mgr,9,1,1,9.00,1,7,3.00,1
02659,F,White,0,6,6,6,DebtCon,Other,9,1,1,2.00,3,2,5.00,1
02660,F,White,0,6,0,3,Null,Null,2,1,1,0.00,1,1,1.00,1
02661,M,Black,1,6,10,9,HomeImp,ProfExe,4,1,1,5.00,3,11,10.00,1
02662,M,White,0,6,4,4,DebtCon,ProfExe,11,1,1,6.00,1,8,10.00,1
02663,F,White,0,6,1,1,DebtCon,Mgr,8,1,1,2.00,1,2,1.00,1
02664,M,White,0,6,11,12,DebtCon,Mgr,9,1,1,10.00,1,7,3.00,1
02665,M,White,1,6,9,9,DebtCon,Other,2,2,0,2.00,2,9,8.00,1
02667,F,White,0,6,3,2,DebtCon,ProfExe,2,1,1,10.00,2,12,8.00,1
02668,F,White,0,6,3,3,DebtCon,Other,0,1,1,4.00,2,5,9.00,1
02670,M,Other,0,6,3,2,DebtCon,Other,0,1,1,2.00,1,4,9.00,1
02672,F,White,0,6,6,6,DebtCon,Office,2,1,1,6.00,5,7,0.00,1
02673,M,White,0,6,9,9,HomeImp,Office,3,1,1,6.00,1,8,7.00,1
02674,M,White,0,6,0,7,Null,Other,0,1,1,8.00,1,2,6.00,1
02676,F,Other,0,6,6,5,DebtCon,Other,2,1,1,9.00,3,9,5.00,1
02677,M,Multiracial,0,6,1,3,DebtCon,Sales,1,1,1,11.00,1,1,8.00,1
02678,F,White,0,6,5,7,DebtCon,Office,3,1,1,6.00,1,9,2.00,1
02679,M,White,0,6,4,9,HomeImp,Office,3,0,3,6.00,2,9,7.00,1
02680,F,Other,0,6,5,5,DebtCon,Null,8,0,0,0.00,0,0,2.00,1
02681,F,Other,0,6,6,7,DebtCon,Office,2,1,1,5.00,5,6,5.00,1
02683,F,Other,0,6,2,11,HomeImp,Self,8,1,1,11.00,1,10,3.00,1
02684,M,White,0,6,5,6,DebtCon,Other,1,1,1,3.00,5,2,8.00,1
02685,F,White,0,6,1,2,DebtCon,ProfExe,2,1,1,11.00,1,4,1.00,1
02686,M,White,0,6,8,7,DebtCon,ProfExe,8,2,3,11.00,0,13,8.00,1
02688,F,White,0,6,5,7,Null,ProfExe,8,1,1,0.00,1,4,2.00,1
02690,F,Black,0,6,8,9,Null,Null,0,0,0,0.00,0,0,7.00,1
02691,F,Multiracial,0,6,3,2,DebtCon,Other,0,1,1,1.00,1,4,10.00,1
02692,F,White,0,6,7,7,DebtCon,Other,6,2,1,1.00,1,7,1.00,1
02693,M,Other,0,6,8,8,HomeImp,ProfExe,4,1,1,4.00,2,9,0.00,1
02694,F,Multiracial,0,6,9,9,DebtCon,Other,2,1,1,5.00,3,7,0.00,1
02695,F,Other,0,6,3,3,DebtCon,Other,8,1,1,2.00,4,4,0.00,1
02696,M,White,1,6,1,1,HomeImp,Mgr,11,1,2,7.00,5,11,0.00,1
02697,M,White,1,6,9,0,HomeImp,Other,6,1,2,9.00,1,9,0.00,1
02698,M,White,0,6,9,9,DebtCon,Other,1,1,1,5.00,2,7,9.00,1
02699,M,Black,0,6,11,11,DebtCon,Mgr,0,1,1,8.00,1,6,7.00,1
02700,M,Other,0,6,8,8,HomeImp,Other,11,1,1,4.00,4,8,3.00,1
02701,F,Other,0,6,5,7,DebtCon,ProfExe,8,1,1,8.00,1,6,1.00,1
02702,F,White,0,6,10,9,DebtCon,ProfExe,1,1,1,4.00,1,11,8.00,1
02703,F,White,0,6,4,7,DebtCon,ProfExe,7,1,1,5.00,3,8,6.00,1
02704,F,White,0,6,4,8,HomeImp,Other,1,1,3,1.00,2,2,9.00,1
02705,M,White,0,6,0,2,DebtCon,Office,2,1,1,1.00,2,2,8.00,1
02707,F,White,0,6,2,2,DebtCon,Other,5,1,1,4.00,2,4,9.00,1
02709,M,Other,1,6,7,8,HomeImp,Other,7,2,1,2.00,1,7,1.00,1
02710,M,White,0,6,7,8,DebtCon,ProfExe,1,1,1,10.00,3,7,9.00,1
02711,F,White,1,6,4,3,DebtCon,Other,5,1,1,1.00,5,8,10.00,1
02712,M,Black,0,7,10,9,DebtCon,Office,5,1,1,10.00,2,12,2.00,1
02714,M,White,0,7,9,10,HomeImp,ProfExe,9,1,1,6.00,3,11,3.00,1
02715,M,White,0,7,4,4,DebtCon,ProfExe,11,1,1,8.00,1,4,2.00,1
02716,F,White,0,7,2,4,DebtCon,ProfExe,8,1,1,9.00,2,4,2.00,1
02718,M,Other,0,7,4,3,DebtCon,Mgr,12,1,1,10.00,1,4,8.00,1
02719,F,White,1,7,12,13,DebtCon,Mgr,3,1,3,8.00,2,13,7.00,1
02720,M,Black,0,7,5,6,DebtCon,Office,3,1,1,6.00,1,9,2.00,1
02721,F,Black,1,7,5,7,DebtCon,ProfExe,4,1,1,2.00,1,10,8.00,1
02722,F,White,0,7,2,2,Null,Office,2,1,1,8.00,1,4,9.00,1
02724,F,White,0,7,5,6,DebtCon,ProfExe,9,1,1,8.00,1,6,1.00,1
02727,F,Asian,0,7,10,9,DebtCon,Null,10,1,1,7.00,2,5,0.00,1
02728,M,Multiracial,0,7,4,4,DebtCon,Mgr,4,1,1,5.00,2,1,3.00,1
02732,F,White,0,7,2,2,DebtCon,Mgr,10,2,1,3.00,2,5,2.00,1
02733,F,White,0,7,9,11,DebtCon,Office,4,0,0,3.00,4,4,5.00,1
02734,F,White,0,7,1,2,DebtCon,ProfExe,5,1,1,11.00,1,4,1.00,1
02735,M,Black,0,7,3,2,DebtCon,Other,8,2,1,4.00,2,4,9.00,1
02737,M,White,1,7,5,5,DebtCon,Other,9,1,1,6.00,1,4,5.00,1
02738,F,Black,0,7,4,10,DebtCon,Other,3,1,1,10.00,5,13,9.00,1
02739,F,Black,0,7,12,12,DebtCon,ProfExe,8,0,1,8.00,5,9,9.00,1
02742,F,White,0,7,2,3,DebtCon,ProfExe,7,1,1,10.00,1,4,2.00,1
02743,F,Black,0,7,7,6,DebtCon,ProfExe,8,1,2,11.00,0,13,8.00,1
02744,M,Other,0,7,2,1,Null,Office,4,1,1,8.00,1,4,8.00,1
02746,F,Asian,0,7,8,9,DebtCon,ProfExe,1,1,3,6.00,1,12,5.00,1
02747,M,White,0,7,7,6,DebtCon,Mgr,11,1,1,9.00,5,8,7.00,1
02748,M,White,0,7,9,9,DebtCon,Other,9,1,1,7.00,1,9,6.00,1
02749,F,Other,0,7,6,7,DebtCon,Mgr,11,1,1,9.00,5,9,7.00,1
02750,F,White,0,7,9,9,DebtCon,Office,1,0,3,9.00,2,11,9.00,1
02751,F,Black,0,7,4,6,DebtCon,Office,12,1,1,8.00,1,8,0.00,1
02752,F,White,1,7,4,3,DebtCon,Other,10,0,0,0.00,0,0,0.00,1
02753,M,Asian,1,7,2,2,DebtCon,Mgr,12,2,3,8.00,1,6,0.00,1
02754,F,White,1,7,3,3,DebtCon,Other,8,2,3,2.00,3,13,0.00,1
02755,F,White,0,7,2,2,HomeImp,Other,8,1,1,4.00,2,2,1.00,1
02756,F,White,0,7,2,2,Null,Office,1,1,1,8.00,1,4,8.00,1
02758,F,White,0,7,4,3,DebtCon,Mgr,12,1,1,11.00,1,4,9.00,1
02759,M,White,1,7,4,4,DebtCon,Other,9,0,0,0.00,0,0,4.00,1
02760,F,White,0,7,1,12,HomeImp,Self,7,1,1,10.00,1,9,2.00,1
02761,F,White,1,7,8,8,DebtCon,Sales,4,1,1,1.00,2,12,10.00,1
02762,M,White,0,7,10,10,DebtCon,Null,11,1,1,6.00,2,5,8.00,1
02763,M,White,0,7,1,1,Null,Office,2,1,1,8.00,1,4,9.00,1
02764,M,White,0,7,9,9,DebtCon,Office,9,1,1,9.00,1,2,9.00,1
02768,F,White,0,7,4,3,DebtCon,Other,5,1,1,7.00,1,3,7.00,1
02769,M,White,0,7,9,9,DebtCon,Other,9,1,1,10.00,3,6,5.00,1
02770,M,White,0,7,10,10,DebtCon,Other,2,1,1,10.00,1,13,9.00,1
02771,F,Black,0,7,2,2,HomeImp,Other,9,1,1,2.00,2,2,4.00,1
02772,F,White,0,7,7,8,DebtCon,ProfExe,1,1,1,10.00,3,7,9.00,1
02773,F,Multiracial,0,7,5,8,HomeImp,ProfExe,8,1,1,10.00,1,2,6.00,1
02774,F,White,0,7,7,7,DebtCon,Other,1,2,1,6.00,2,5,6.00,1
02775,F,Other,0,7,8,9,HomeImp,ProfExe,3,1,1,3.00,2,9,9.00,1
02776,M,Multiracial,0,7,10,9,DebtCon,Other,1,1,1,4.00,3,7,9.00,1
02777,F,Black,0,7,5,6,HomeImp,ProfExe,7,1,1,4.00,1,3,3.00,1
02778,F,Black,1,7,7,7,DebtCon,Mgr,9,1,3,3.00,1,9,3.00,1
02779,F,Black,1,7,5,5,DebtCon,Sales,1,2,1,2.00,3,7,0.00,1
02780,M,White,0,7,9,9,DebtCon,Other,9,1,1,7.00,1,9,7.00,1
02781,F,White,0,7,6,8,HomeImp,ProfExe,8,1,1,10.00,2,2,7.00,1
02782,M,White,0,7,4,3,DebtCon,Other,8,1,2,3.00,4,13,4.00,1
02783,F,White,1,7,5,10,DebtCon,Self,3,1,3,4.00,2,5,8.00,1
02786,F,White,0,7,8,6,DebtCon,Mgr,12,1,1,9.00,5,9,7.00,1
02788,F,White,0,7,6,7,HomeImp,ProfExe,12,1,1,9.00,2,8,8.00,1
02789,F,Black,0,7,11,12,DebtCon,Mgr,9,1,1,9.00,1,7,4.00,1
02792,F,White,0,7,4,4,DebtCon,Other,1,0,3,10.00,2,2,7.00,1
02794,M,Black,0,7,10,10,DebtCon,Null,10,1,1,7.00,2,5,9.00,1
02795,F,White,1,7,12,0,DebtCon,ProfExe,12,1,3,11.00,1,13,8.00,1
02796,F,Black,0,7,8,7,DebtCon,Other,2,1,1,4.00,1,8,10.00,1
02797,F,White,0,7,9,9,DebtCon,Other,9,1,1,6.00,1,10,7.00,1
02798,F,White,0,7,0,1,DebtCon,Other,9,0,0,2.00,3,2,5.00,1
02799,F,White,0,7,7,7,DebtCon,Mgr,11,1,1,9.00,5,8,6.00,1
02801,M,Multiracial,1,7,5,5,DebtCon,Mgr,1,2,1,2.00,2,8,0.00,1
02803,F,Other,0,7,1,1,DebtCon,Mgr,8,1,1,5.00,1,2,2.00,1
02804,F,Asian,0,7,11,13,DebtCon,Other,3,1,1,8.00,1,5,2.00,1
02805,F,Black,0,7,8,8,HomeImp,Other,12,1,1,5.00,5,8,4.00,1
02806,M,White,0,7,0,2,DebtCon,Office,3,1,1,2.00,3,1,10.00,1
